title,original_title,summary,url_thumbnail
Room,Room,"Jack, 5 ans, vit seul avec sa mère, Ma. Elle lui apprend à jouer, à rire et à comprendre le monde qui l’entoure. Un monde qui commence et s’arrête aux murs de leur chambre, où ils ",https://fr.web.img2.acsta.net/c_310_420/pictures/16/02/16/16/52/211080.jpg
La Dream Team,La Dream Team,"Maxime Belloc est un grand joueur de football, le meilleur buteur du championnat.",https://fr.web.img4.acsta.net/c_310_420/pictures/16/02/02/16/17/227670.jpg
Love,Love,Ce film est présenté en séance de minuit au Festival de Cannes 2015.,https://fr.web.img5.acsta.net/c_310_420/pictures/15/05/27/16/00/104793.jpg
Ma Vie De Courgette,Ma Vie De Courgette,"Courgette n’a rien d’un légume, c’est un vaillant petit garçon. Il croit qu’il est seul au monde quand il perd sa mère. Mais c’est sans compter sur les rencontres qu’il va faire da",https://fr.web.img6.acsta.net/c_310_420/pictures/16/08/01/14/52/230428.jpg
The Revenant,The Revenant,"Dans une Amérique profondément sauvage, Hugh Glass, un trappeur, est attaqué par un ours et grièvement blessé. Abandonné par ses équipiers, il est laissé pour mort. Mais Glass refu",https://fr.web.img6.acsta.net/c_310_420/pictures/15/11/10/09/30/165611.jpg
Adaline,The Age Of Adaline,"Après un accident qui aurait dû lui être fatal, la belle Adaline cesse de vieillir. Aujourd'hui, bien qu'ayant vécu près de huit décennies, elle est toujours âgée de 29 ans. Après ",https://fr.web.img4.acsta.net/c_310_420/pictures/15/11/04/10/19/593220.jpg
The Big Short : le Casse du siècle,The Big Short,"Wall Street. 2005. Profitant de l’aveuglement généralisé des grosses banques, des medias et du gouvernement, quatre outsiders anticipent l’explosion de la bulle financière et mette",https://fr.web.img6.acsta.net/c_310_420/pictures/15/11/23/10/59/381070.jpg
Seul sur Mars,The Martian,"Lors d’une expédition sur Mars, l’astronaute Mark Watney (Matt Damon) est laissé pour mort par ses coéquipiers, une tempête les ayant obligés à décoller en urgence. Mais Mark a sur",https://fr.web.img6.acsta.net/c_310_420/pictures/15/09/08/15/20/305329.jpg
Joy,Joy,"Inspiré d'une histoire vraie, JOY décrit le fascinant et émouvant parcours, sur 40 ans, d'une femme farouchement déterminée à réussir, en dépit de son excentrique et dysfonctionnel",https://fr.web.img6.acsta.net/c_310_420/pictures/15/12/15/14/27/354746.jpg
Mon Roi,Mon Roi,"Tony est admise dans un centre de rééducation après une grave chute de ski. Dépendante du personnel médical et des antidouleurs, elle prend le temps de se remémorer l’histoire tumu",https://fr.web.img2.acsta.net/c_310_420/pictures/15/09/16/10/19/316779.jpg
Les Huit salopards,The Hateful Eight,"Quelques années après la Guerre de Sécession, le chasseur de primes John Ruth, dit Le Bourreau, fait route vers Red Rock, où il conduit sa prisonnière Daisy Domergue se faire pendr",https://fr.web.img3.acsta.net/c_310_420/pictures/15/10/09/16/46/255916.jpg
American Sniper,American Sniper,"Tireur d'élite des Navy SEAL, Chris Kyle est envoyé en Irak dans un seul but : protéger ses camarades. Sa précision chirurgicale sauve d'innombrables vies humaines sur le champ de ",https://fr.web.img2.acsta.net/c_310_420/pictures/14/10/14/09/50/570218.jpg
La Loi du marché,La Loi du marché,"Depuis que son usine a fermé, Thierry, 51 ans, marié et père d'un adolescent handicapé, recherche désespérément du travail pour boucler les fins de mois. Lancé dans une quête éperd",https://fr.web.img5.acsta.net/c_310_420/pictures/15/04/16/12/40/073359.jpg
Equals,Equals,"Dans un monde où les sentiments sont considérés comme une maladie à éradiquer, Nia et Silas tombent éperdument amoureux. Pour survivre, ils devront cacher leur amour et résister en",https://fr.web.img2.acsta.net/c_310_420/pictures/16/09/14/17/40/405174.jpg
Jurassic World,Jurassic World,"L'Indominus Rex, un dinosaure génétiquement modifié, pure création de la scientifique Claire Dearing, sème la terreur dans le fameux parc d'attraction. Les espoirs de mettre fin à ",https://fr.web.img6.acsta.net/c_310_420/pictures/15/04/30/15/10/422000.jpg
Descendants,Descendants,"Dans le royaume enchanté d'Auradon, le prince Ben, fils de la Bête et de la Belle, devenus Roi et Reine, se prépare à monter sur le trône. Sa première décision officielle : permett",https://fr.web.img3.acsta.net/c_310_420/pictures/20/03/17/17/37/1782147.jpg
Les 4 Fantastiques,The Fantastic Four,"Adaptation moderne et résolument nouvelle de la plus ancienne équipe de super-héros Marvel, le film se concentre sur quatre jeunes génies qui se retrouvent projetés dans un univers",https://fr.web.img3.acsta.net/c_310_420/pictures/15/07/10/12/04/290362.jpg
Legend,Legend,"Londres, les années 60. Les jumeaux Reggie et Ronnie Kray, célèbres gangsters du Royaume-Uni, règnent en maîtres sur la capitale anglaise. À la tête d’une mafia impitoyable, leur i",https://fr.web.img6.acsta.net/c_310_420/pictures/15/12/02/14/56/399325.jpg
Le Fils de Saul,Saul Fia,"Octobre 1944, Auschwitz-Birkenau.",https://fr.web.img5.acsta.net/c_310_420/pictures/15/09/09/12/37/592916.jpg
Diversion,Focus,"La relation entre un arnaqueur professionnel et une apprentie criminelle vient perturber les affaires de chacun, quand ils se recroisent quelques années après leur première rencont",https://fr.web.img5.acsta.net/c_310_420/pictures/15/02/03/18/22/311253.jpg
Le Petit Prince,The Little Prince,C’est l’histoire d’une histoire.,https://fr.web.img3.acsta.net/c_310_420/pictures/15/07/10/11/39/234930.jpg
Strictly Criminal,Black Mass,"Le quartier de South Boston dans les années 70. L'agent du FBI John Connolly convainc le caïd irlandais James ""Whitey"" Bulger de collaborer avec l'agence fédérale afin d'éliminer u",https://fr.web.img3.acsta.net/c_310_420/pictures/15/09/07/14/01/160491.jpg
Spotlight,Spotlight,"Adapté de faits réels, Spotlight retrace la fascinante enquête du Boston Globe – couronnée par le prix Pulitzer – qui a mis à jour un scandale sans précédent au sein de l’Eglise Ca",https://fr.web.img2.acsta.net/c_310_420/pictures/16/01/21/16/04/118433.jpg
Knock Knock,Knock Knock,"Evan a tout pour être heureux : une famille aimante et un métier qu'il adore. Un week-end, son épouse et ses enfants quittent la maison, le laissant seul, débordé de travail. Bel e",https://fr.web.img4.acsta.net/c_310_420/pictures/15/08/05/10/22/335117.jpg
Hidden,Hidden,Une famille se cache dans un abri anti-bombes après avoir échappé à une épidémie.,https://fr.web.img6.acsta.net/c_310_420/pictures/15/12/07/12/47/009020.jpg
Survivor,Survivor,"Une employée du Département d’État américain, mutée à l’ambassade de Londres, voit tous ses collègues mourir dans un attentat. Devenue la cible de tueurs et accusée de crimes qu'el",https://fr.web.img6.acsta.net/c_310_420/pictures/15/06/10/16/24/591212.jpg
The Visit,The Visit,"Deux enfants sont envoyés passer une semaine en Pennsylvanie, dans la ferme de leurs grands-parents. Mais lorsque l'un d'eux découvre qu'ils sont impliqués dans quelque chose de pr",https://fr.web.img5.acsta.net/c_310_420/pictures/15/06/12/17/18/261598.jpg
Les Cowboys,Les Cowboys,"Une grande prairie, un rassemblement country western quelque part dans l’est de la France. Alain est l’un des piliers de cette communauté. Il danse avec Kelly, sa fille de 16 ans s",https://fr.web.img4.acsta.net/c_310_420/pictures/15/09/25/12/03/168634.jpg
Dheepan,Dheepan,"Fuyant la guerre civile au Sri Lanka, un ancien soldat, une jeune femme et une petite fille se font passer pour une famille. Réfugiés en France dans une cité sensible, se connaissa",https://fr.web.img6.acsta.net/c_310_420/pictures/15/07/22/17/07/420365.jpg
The Lobster,The Lobster,"Dans un futur proche… Toute personne célibataire est arrêtée, transférée à l’Hôtel et a 45 jours pour trouver l’âme soeur. Passé ce délai, elle sera transformée en l'animal de son ",https://fr.web.img6.acsta.net/c_310_420/pictures/15/09/15/13/01/532425.jpg
Star Wars - Le Réveil de la Force,Star Wars: Episode VII - The Force Awakens,"Dans une galaxie lointaine, très lointaine, un nouvel épisode de la saga ""Star Wars"", 30 ans après les événements du ""Retour du Jedi"".",https://fr.web.img2.acsta.net/c_310_420/pictures/15/10/18/18/56/052074.jpg
Papa ou maman,Papa ou maman,"Florence et Vincent Leroy ont tout réussi. Leurs métiers, leur mariage, leurs enfants. Et aujourd’hui, c’est leur divorce qu’ils veulent réussir. Mais quand ils reçoivent simultané",https://fr.web.img2.acsta.net/c_310_420/pictures/15/01/20/11/47/440039.jpg
Brice 3,Brice 3,"Brice est de retour. Le monde a changé, mais pas lui. Quand son meilleur ami, Marius, l’appelle à l’aide, il part dans une grande aventure à l’autre bout du monde… Les voyages form",https://fr.web.img6.acsta.net/c_310_420/pictures/16/09/15/14/27/311084.jpg
Demolition,Demolition,"Banquier d'affaires ayant brillamment réussi, Davis  a perdu le goût de vivre depuis que sa femme est décédée dans un tragique accident de voiture. Malgré son beau-père qui le pous",https://fr.web.img3.acsta.net/c_310_420/pictures/16/03/01/15/34/191620.jpg
Le Pont des Espions,Bridge of Spies,"James Donovan, un avocat de Brooklyn se retrouve plongé au cœur de la guerre froide lorsque la CIA l’envoie accomplir une mission presque impossible : négocier la libération du pil",https://fr.web.img4.acsta.net/c_310_420/pictures/15/09/07/12/58/160047.jpg
Very Bad Dads,Daddy's Home,"Un homme travaillant dans le monde de la radio est un beau-papa heureux. Mais un jour, le véritable père des enfants fait irruption dans sa vie, et il va devoir l'""affronter"" pour ",https://fr.web.img5.acsta.net/c_310_420/pictures/15/10/09/09/12/107225.jpg
Les Nouvelles Aventures D'Aladin,Les Nouvelles Aventures D'Aladin,"À la veille de Noël, Sam et son meilleur pote Khalid se déguisent en Père-Noël afin de dérober tout ce qu’ils peuvent aux Galeries Lafayette. Mais Sam est rapidement coincé par des",https://fr.web.img5.acsta.net/c_310_420/pictures/15/07/08/16/56/507963.jpg
À la poursuite de demain,Tomorrowland,"Casey, une adolescente brillante et optimiste, douée d’une grande curiosité scientifique et Frank, un homme qui fut autrefois un jeune inventeur de génie avant de perdre ses illusi",https://fr.web.img2.acsta.net/c_310_420/pictures/15/04/22/12/10/103194.jpg
Everest,Everest,"Inspiré d'une désastreuse tentative d'ascension de la plus haute montagne du monde, Everest suit deux expéditions distinctes confrontées aux plus violentes tempêtes de neige que l'",https://fr.web.img5.acsta.net/c_310_420/pictures/15/07/02/12/46/372128.jpg
Haute couture,The Dressmaker,"Alors qu'elle est encore une enfant, Tilly quitte l'Australie profonde à la poursuite de sa passion: la mode. Vingt ans plus tard, après avoir voyagé aux quatre coins du monde, ell",https://fr.web.img5.acsta.net/c_310_420/pictures/18/02/21/09/41/1715630.jpg
Welcome Back,Aloha,"Un militaire de renom retourne sur les terres où il a connu les plus grands succès de sa carrière. Alors qu’il renoue des liens avec un amour de jeunesse, il tombe contre toute att",https://fr.web.img6.acsta.net/c_310_420/pictures/15/07/07/11/26/560042.jpg
La Rage au ventre,Southpaw,"Champion du monde de boxe, Billy Hope mène une existence fastueuse avec sa superbe femme et sa fille qu’il aime plus que tout. Lorsque sa femme est tuée, son monde s’écroule, jusqu",https://fr.web.img4.acsta.net/c_310_420/pictures/15/06/15/09/21/376925.jpg
Steve Jobs,Steve Jobs,"Dans les coulisses, quelques instants avant le lancement de trois produits emblématiques ayant ponctué la carrière de Steve Jobs, du Macintosh en 1984 à l’iMac en 1998, le film nou",https://fr.web.img6.acsta.net/c_310_420/pictures/15/11/25/16/57/485929.jpg
Cendrillon,Cinderella,"Le père d’Ella, un marchand, s’est remarié après la mort tragique de la mère de la jeune fille. Pour l’amour de son père, Ella accueille à bras ouverts sa nouvelle belle-mère et le",https://fr.web.img4.acsta.net/c_310_420/pictures/14/11/19/15/31/350162.jpg
Le goût des merveilles,Le goût des merveilles,"Au cœur de la Drôme provençale, Louise élève seule ses deux enfants et tente de préserver l’exploitation familiale. Un soir, elle manque d’écraser un inconnu au comportement singul",https://fr.web.img4.acsta.net/c_310_420/pictures/15/10/27/18/25/247029.jpg
Agents très spéciaux - Code U.N.C.L.E,The Man from U.N.C.L.E.,"Au début des années 60, en pleine guerre froide, Agents très spéciaux - Code U.N.C.L.E. retrace l'histoire de l'agent de la CIA Solo et de l'agent du KGB Kuryakin. Contraints de la",https://fr.web.img3.acsta.net/c_310_420/pictures/15/07/30/13/01/266725.jpg
Au coeur de l'Océan,In the Heart of the Sea,Hiver 1820. Le baleinier Essex quitte la Nouvelle-Angleterre et met le cap sur le Pacifique. Il est alors attaqué par une baleine gigantesque qui provoque le naufrage de l'embarcat,https://fr.web.img6.acsta.net/c_310_420/pictures/15/11/09/15/38/589002.jpg
American Ultra,American Ultra,"Une comédie d’action à propos de Mike Howell dont la vie paisible et sans ambition avec sa petite amie Phoebe se retrouve soudainement chamboulée. À sa grande surprise, Il est en f",https://fr.web.img6.acsta.net/c_310_420/pictures/15/07/30/16/05/355302.jpg
Les Minions,The Minions,"A l'origine de simples organismes monocellulaires de couleur jaune, les Minions ont évolué au cours des âges au service de maîtres plus abjectes les uns que les autres. Les dispari",https://fr.web.img5.acsta.net/c_310_420/pictures/15/06/11/09/20/080813.jpg
Youth,La Giovinezza,"Fred et Mick, deux vieux amis approchant les quatre-vingts ans, profitent de leurs vacances dans un bel hôtel au pied des Alpes. Fred, compositeur et chef d’orchestre désormais à l",https://fr.web.img3.acsta.net/c_310_420/pictures/15/04/30/09/30/279345.jpg
Regression,Regression,"Minnesota, 1990. L'inspecteur Bruce Kenner enquête sur un crime révoltant dont la jeune Angela accuse son père, John Gray. Lorsque John avoue sa culpabilité de façon tout à fait in",https://fr.web.img3.acsta.net/c_310_420/pictures/15/09/23/11/00/364998.jpg
Seul contre tous,Concussion,"Le Dr Bennet Omalu, un neuropathologiste de médecine légale, a mené un combat digne de David contre Goliath : il fut le premier à découvrir l’encéphalopathie traumatique chronique,",https://fr.web.img6.acsta.net/c_310_420/pictures/15/12/03/18/25/438540.jpg
Babysitting 2,Babysitting 2,"Sonia souhaite présenter Franck à son père, Jean-Pierre directeur d’un hôtel écologique au Brésil. Toute la bande s’y retrouve ainsi pour y passer des vacances de rêve. Un matin, l",https://fr.web.img6.acsta.net/c_310_420/pictures/15/09/17/09/04/599783.jpg
Avengers : L'ère d'Ultron,The Avengers: Age of Ultron,"Alors que Tony Stark tente de relancer un programme de maintien de la paix jusque-là suspendu, les choses tournent mal et les super-héros Iron Man, Captain America, Thor, Hulk, Bla",https://fr.web.img2.acsta.net/c_310_420/pictures/15/02/24/18/29/161927.jpg
Terminator Genisys,Terminator Genisys,"Le leader de la résistance John Connor envoie le sergent Kyle Reese dans le passé pour protéger sa mère, Sarah Connor et préserver l'avenir de l’humanité. Des événements inattendus",https://fr.web.img2.acsta.net/c_310_420/pictures/15/06/29/10/53/495349.jpg
Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,"L’équipe IMF (Impossible Mission Force) est dissoute et Ethan Hunt se retrouve désormais isolé, alors que le groupe doit affronter un réseau d’agents spéciaux particulièrement entr",https://fr.web.img6.acsta.net/c_310_420/pictures/15/06/26/09/01/245552.jpg
Gunman,Gunman,"Ex-agent des forces spéciales, Jim Terrier est devenu tueur à gages. Jusqu’au jour où il décide de tourner la page et de se racheter une conscience en travaillant pour une associat",https://fr.web.img4.acsta.net/c_310_420/pictures/15/06/23/09/06/518727.jpg
Fast & Furious 7,Furious 7,"Dominic Toretto et sa ""famille"" doivent faire face à Deckard Shaw, bien décidé à se venger de la mort de son frère.",https://fr.web.img5.acsta.net/c_310_420/pictures/15/02/09/15/57/551764.jpg
Spy,Spy,"Susan Cooper est une modeste et discrète analyste au siège de la CIA. Héroïne méconnue, elle assiste à distance l’un des meilleurs espions de l’agence, Bradley Fine, dans ses missi",https://fr.web.img4.acsta.net/c_310_420/pictures/15/03/17/17/06/314791.jpg
Mustang,Mustang,C'est le début de l'été.,https://fr.web.img2.acsta.net/c_310_420/pictures/15/05/11/17/29/296041.jpg
Les Délices de Tokyo,An,"Les dorayakis sont des pâtisseries traditionnelles japonaises qui se composent de deux pancakes fourrés de pâte de haricots rouges confits, « AN ».",https://fr.web.img5.acsta.net/c_310_420/pictures/15/11/09/16/14/007270.jpg
Chemins croisés,The Longest Ride,"Après de brillantes études, l’avenir de Sophia semble tout tracé, jusqu’à ce qu’elle rencontre Luke lors d’une compétition de rodéo. Elle n’avait rien à faire là, ils n’ont rien en",https://fr.web.img4.acsta.net/c_310_420/pictures/15/05/11/12/13/293679.jpg
Carol,Carol,"Dans le New York des années 1950, Therese, jeune employée d’un grand magasin de Manhattan, fait la connaissance d’une cliente distinguée, Carol, femme séduisante, prisonnière d'un ",https://fr.web.img3.acsta.net/c_310_420/pictures/15/10/29/09/52/008997.jpg
Dark Places,Dark Places,"1985. Libby Day a huit ans lorsqu’elle assiste au meurtre de sa mère et de ses sœurs dans la ferme familiale. Son témoignage accablant désigne son frère Ben, alors âgé de seize ans",https://fr.web.img4.acsta.net/c_310_420/pictures/15/03/03/10/32/337568.jpg
Creed - L'Héritage de Rocky Balboa,Creed,"Adonis Johnson n'a jamais connu son père, le célèbre champion du monde poids lourd Apollo Creed décédé avant sa naissance. Pourtant, il a la boxe dans le sang et décide d'être entr",https://fr.web.img4.acsta.net/c_310_420/pictures/15/11/09/16/24/355502.jpg
Curve,Curve,"Parti pour un long voyage afin de rejoindre son fiancé, une jeune femme prend en stop un homme qui va la terroriser. Finalement piégée dans sa voiture accidentée, elle doit faire f",https://fr.web.img3.acsta.net/c_310_420/pictures/15/10/28/11/11/490531.jpg
Le Nouveau stagiaire,The Intern,"Ben Whittaker, un veuf de 70 ans s'aperçoit que la retraite ne correspond pas vraiment à l'idée qu'il s'en faisait. Dès que l'occasion se présente de reprendre du service, il accep",https://fr.web.img2.acsta.net/c_310_420/pictures/15/08/25/14/39/122443.jpg
Jupiter : Le destin de l'Univers,Jupiter Ascending,"Née sous un ciel étoilé, Jupiter Jones est promise à un destin hors du commun. Devenue adulte, elle a la tête dans les étoiles, mais enchaîne les coups durs et n'a d'autre perspect",https://fr.web.img4.acsta.net/c_310_420/pictures/14/10/24/16/38/434735.jpg
Les Héritiers,Les Héritiers,D'après une histoire vraie.,https://fr.web.img2.acsta.net/c_310_420/pictures/14/12/01/12/21/233373.jpg
Suburra,Suburra,"La Suburra, quartier malfamé de Rome, est le théâtre d’un ambitieux projet immobilier. L’Etat, le Vatican et la Mafia sont impliqués. En sept jours, la mécanique va s’enrayer : la ",https://fr.web.img4.acsta.net/c_310_420/pictures/15/11/12/09/53/059860.jpg
Hitman: Agent 47,Hitman: Agent 47,L’histoire d’un assassin génétiquement modifié pour être la parfaite machine à tuer. Sa dernière cible est une multinationale dont l’objectif est d’obtenir le secret du passé d’Age,https://fr.web.img3.acsta.net/c_310_420/pictures/15/07/09/16/16/533383.jpg
Une Famille à Louer,Une Famille à Louer,"Paul-André, la quarantaine, est un homme timide et plutôt introverti. Riche mais seul, il s'ennuie profondément et finit par conclure que ce dont il a besoin, c'est d'une famille !",https://fr.web.img6.acsta.net/c_310_420/pictures/15/05/26/12/31/458235.jpg
Pourquoi j'ai pas mangé mon père,Pourquoi j'ai pas mangé mon père,"L’histoire trépidante d’Édouard, fils aîné du roi des simiens, qui, considéré à sa naissance comme trop malingre, est rejeté par sa tribu. Il grandit loin d’eux, auprès de son ami ",https://fr.web.img3.acsta.net/c_310_420/pictures/15/03/18/14/19/421450.jpg
Much Loved,Much Loved,"Marrakech, aujourd'hui. Noha, Randa, Soukaina et Hlima vivent d'amours tarifées. Ce sont des prostituées, des objets de désir. Vivantes et complices, dignes et émancipées, elles su",https://fr.web.img3.acsta.net/c_310_420/pictures/15/07/31/14/06/548451.jpg
The Danish Girl,The Danish Girl,"The Danish Girl retrace la remarquable histoire d'amour de Gerda Wegener et Lili Elbe, née Einar Wegener, l'artiste danoise connue comme la première personne à avoir subi une chiru",https://fr.web.img6.acsta.net/c_310_420/pictures/15/11/20/11/41/359378.jpg
Le Voyage d'Arlo,The Good Dinosaur,"Et si la catastrophe cataclysmique qui a bouleversé la Terre et provoqué l'extinction des dinosaures n'avait jamais eu lieu ? Et si les dinosaures ne s'étaient jamais éteints, et v",https://fr.web.img3.acsta.net/c_310_420/pictures/15/10/07/09/50/031416.jpg
Opération Eye in the Sky,Eye in the Sky,"Le colonel Katherine Powell (Helen Mirren), officier du service d'espionnage, est placé aux commandes d'une opération top-secrète impliquant plusieurs nations. Un groupe de terrori",https://fr.web.img3.acsta.net/c_310_420/pictures/16/08/30/15/52/039000.jpg
Tout en haut du monde,Tout en haut du monde,"1882, Saint-Pétersbourg.",https://fr.web.img6.acsta.net/c_310_420/pictures/15/11/10/15/36/414149.jpg
Chair de Poule - Le film,Goosebumps,"Zach Cooper vient d’emménager dans une petite ville, et il a bien du mal à se faire à sa nouvelle vie... jusqu’à ce qu’il rencontre sa très jolie voisine, Hannah, et se fasse un no",https://fr.web.img6.acsta.net/c_310_420/pictures/15/11/26/11/01/485721.jpg
Hunger Games - La Révolte : Partie 2,The Hunger Games - Mockingjay: Part 2,"Alors que Panem est ravagé par une guerre désormais totale, Katniss et le Président Snow vont s’affronter pour la dernière fois. Katniss et ses plus proches amis – Gale, Finnick, e",https://fr.web.img6.acsta.net/c_310_420/pictures/15/10/01/10/16/256927.jpg
Sex Doll,Sex Doll,"Je m’appelle Virginie je suis encore jeune.Je suis pute. On ne peut pas le dire autrement, de luxe.",https://fr.web.img6.acsta.net/c_310_420/pictures/16/10/26/11/27/279068.jpg
The Invitation,The Invitation,"Par une sombre nuit, Will est invité à un dîner chez son ex-femme et son nouveau mari. Au cours de la soirée, il s'aperçoit que ses hôtes ont d'inquiétantes intentions envers leurs",https://fr.web.img5.acsta.net/c_310_420/pictures/16/02/11/09/22/108129.jpg
Joker,Wild Card,"Nick Wild, ex-marine addict au jeu, se reconvertit dans la protection rapprochée de clients lucratifs. Il compte ainsi quitter Las Vegas pour mener une vie meilleure. Lorsque son a",https://fr.web.img6.acsta.net/c_310_420/pictures/14/12/18/16/19/085837.jpg
No Escape,No Escape,"Jack, un homme d’affaires américain, s’expatrie en Asie du sud-est avec sa famille pour mener une vie de rêve dans un décor paradisiaque. Fraîchement débarqués, leur projet tourne ",https://fr.web.img6.acsta.net/c_310_420/pictures/15/07/23/16/40/147434.jpg
Témoin à louer,The Wedding Ringer,Un homme solitaire se voit dans l’obligation de rémunérer un inconnu pour lui servir de témoin lors de son prochain mariage.,https://fr.web.img3.acsta.net/c_310_420/pictures/15/02/16/11/57/347105.jpg
Lolo,Lolo,"En thalasso à Biarritz avec sa meilleure amie, Violette, quadra parisienne travaillant dans la mode, rencontre Jean-René, un modeste informaticien fraîchement divorcé. Après des an",https://fr.web.img6.acsta.net/c_310_420/pictures/15/09/10/18/13/388359.jpg
Le Labyrinthe : La Terre brûlée,Maze Runner: The Scorch Trials,"Dans ce second volet de la saga épique LE LABYRINTHE, Thomas et les autres Blocards vont devoir faire face à leur plus grand défi, rechercher des indices à propos de la mystérieuse",https://fr.web.img6.acsta.net/c_310_420/pictures/15/09/18/16/46/085787.jpg
Max,Max,"Revenu d'Afghanistan où il aidait les Marines, un chien est adopté par la famille de son dresseur et aide l'un des garçons, âgé de 14 ans.",https://fr.web.img5.acsta.net/c_310_420/pictures/15/03/19/09/27/553346.jpg
Chappie,Chappie,"Dans un futur proche, la population, opprimée par une police entièrement robotisée, commence à se rebeller. Chappie, l’un de ces droïdes policiers, est kidnappé. Reprogrammé, il de",https://fr.web.img5.acsta.net/c_310_420/pictures/15/02/09/15/56/012011.jpg
Pixels,Pixels,"À l’époque de leur jeunesse, dans les années 80, Sam Brenner, Will Cooper, Ludlow Lamonsoff et Eddie « Fire Blaster » Plant ont sauvé le monde des milliers de fois… en jouant à des",https://fr.web.img3.acsta.net/c_310_420/pictures/15/06/19/11/04/234477.jpg
Loin de la foule déchaînée,Far from the Madding Crowd,"Dans la campagne anglaise de l’époque victorienne, une jeune héritière, Bathsheba Everdeene doit diriger la ferme léguée par son oncle. Femme belle et libre, elle veut s’assumer se",https://fr.web.img4.acsta.net/c_310_420/pictures/15/04/20/14/41/411619.jpg
Au-delà des montagnes,Shan he gu ren,"Chine, fin 1999. Tao, une jeune  fille de Fenyang est courtisée par ses deux amis d’enfance, Zang et Lianzi. Zang, propriétaire d'une station-service, se destine à un avenir promet",https://fr.web.img2.acsta.net/c_310_420/pictures/15/11/16/18/07/174674.jpg
Le Nouveau,Le Nouveau,"La première semaine de Benoit dans son nouveau collège ne se passe pas comme il l’aurait espéré. Il est malmené par la bande de Charles, des garçons populaires, et les seuls élèves",https://fr.web.img3.acsta.net/c_310_420/pictures/15/12/10/10/50/594663.jpg
Vive les vacances,Vacation,"Suivant l'exemple de son père, dans l'espoir de renouer des liens familiaux longtemps distendus, Rusty Griswold père fait une surprise à sa femme Debbie et à leurs deux fils, en le",https://fr.web.img3.acsta.net/c_310_420/pictures/15/07/16/16/43/535899.jpg
A Bigger Splash,A Bigger Splash,"Lorsque la légende du rock Marianne Lane part sur l’île méditerranéenne de Pantelleria avec Paul, son compagnon, c’est pour se reposer. Mais quand Harry, un producteur de musique i",https://fr.web.img4.acsta.net/c_310_420/pictures/16/02/15/08/47/568021.jpg
La femme au tableau,Woman in Gold,"Lorsqu’il fait la connaissance de Maria Altmann, un jeune avocat de Los Angeles est loin de se douter de ce qui l’attend… Cette septuagénaire excentrique lui confie une mission des",https://fr.web.img4.acsta.net/c_310_420/pictures/15/05/27/15/28/160427.jpg
San Andreas,San Andreas,"Lorsque la tristement célèbre Faille de San Andreas finit par s'ouvrir, et par provoquer un séisme de magnitude 9 en Californie, un pilote d'hélicoptère de secours en montagne et l",https://fr.web.img6.acsta.net/c_310_420/pictures/15/04/23/15/38/341525.jpg
Brooklyn,Brooklyn,"Dans les années 50, attirée par la promesse d'un avenir meilleur, la jeune Eilis Lacey quitte son Irlande natale et sa famille pour tenter sa chance de l'autre côté de l'Atlantique",https://fr.web.img3.acsta.net/c_310_420/pictures/16/02/05/11/25/109121.jpg
Tangerine,Tangerine,24 heures dans la vie d’une drôle de Cendrillon qui traverse la cité des anges à la recherche de sa rivale.,https://fr.web.img2.acsta.net/c_310_420/pictures/15/12/11/15/41/573869.jpg
Colonia,Colonia,"Chili, 1973. Le Général Pinochet s'empare du pouvoir par la force. Les opposants au coup d'Etat descendent dans la rue. Parmi les manifestants, un jeune couple, Daniel photographe ",https://fr.web.img6.acsta.net/c_310_420/pictures/16/06/13/17/51/550863.jpg
A vif !,Burnt,"Plus qu’un grand chef, Adam Jones est une rock star de la cuisine, couronnée par deux étoiles au guide Michelin. Grisé par le succès, arrogant et capricieux, l’enfant terrible de l",https://fr.web.img5.acsta.net/c_310_420/pictures/15/10/07/17/19/496387.jpg
Heidi,Heidi,"Heidi, une jeune orpheline, part vivre chez son grand-père dans les montagnes des Alpes suisses. D'abord effrayée par ce vieil homme solitaire, elle apprend vite à l'aimer et décou",https://fr.web.img5.acsta.net/c_310_420/pictures/15/12/11/14/18/068411.jpg
Le Garçon et la Bête,Bakemono No Ko,"Shibuya, le monde des humains, et Jutengai, le monde des Bêtes... C'est l'histoire d'un garçon solitaire et d'une Bête seule, qui vivent chacun dans deux mondes séparés. Un jour, l",https://fr.web.img6.acsta.net/c_310_420/pictures/15/10/06/14/28/553693.jpg
Extinction,Extinction,"Dans un futur proche, le monde est entré dans une nouvelle ère glaciaire. Frappée par une terrible épidémie, la planète est désormais parcourue par des hordes d’infectés sanguinair",https://fr.web.img2.acsta.net/c_310_420/pictures/16/01/28/09/13/249671.jpg
Knight of Cups,Knight of Cups,"Knight of Cups suit la quête de Rick, un scénariste en vogue, entre Los Angeles et Las Vegas. Au milieu de décors urbains grandioses, il cherche à briser le sort qui l’a plongé dan",https://fr.web.img6.acsta.net/c_310_420/pictures/15/08/21/16/41/435642.jpg
Belle et Sébastien : L'aventure continue,Belle et Sébastien : L'aventure continue,"D'après l'oeuvre de Cécile Aubry : Septembre 1945. Au village, on a fêté la fin de la guerre. Sébastien a grandi, il a maintenant 10 ans. Belle et lui attendent impatiemment le ret",https://fr.web.img2.acsta.net/c_310_420/pictures/15/06/25/16/47/200744.jpg
